	TCGA-BH-A0B5	TCGA-BH-A0C3	TCGA-A7-A13F	TCGA-BH-A18P	TCGA-AC-A2FM
LOC728145	0	0	0	0	0
SYNPO	2.277167725	1.609988069	2.262689895	2.164351489	2.209526577
CTC1	0	0	0	0	0
ANP32D	0	0	0	0	0
ANP32E	0	0	0	0	0
ANP32B	0	0.144144937	0.148560448	0.133222393	0.272006113
ANP32A	0.094428008	0.057657975	0	0.026644479	0
SPATA45	0	0.241870318	0.041546566	0.03725711	0.950868826
SPATA46	0	0	0	0	0
HPSE2	0.002206574	0.056588269	0.016663344	0.034866872	0.010169893
SPATA41	0	0.106099248	0.036449775	0.06537307	0
SPATA42	0	0	0	0	0
TAT	0	0	0	0	0
FAM72C	57.83420905	7.08370209	55.62596719	25.25173441	13.72069048
PRR23A	2.074436728	8.063847147	5.015579688	4.543987013	5.005731711
ALMS1	0.032459628	0.039639858	0.040854123	0.054954237	0.01870042
TAZ	8.825417101	10.82514484	7.979983168	12.28291984	8.669940191
FAM72B	79.45274656	58.54185608	61.89333399	82.82227323	84.70623223
ATRNL1	12.66441804	14.54274145	11.84033069	14.77179215	17.39079591
PRIM1	0.092375225	0.112809081	0.116264698	0.139014671	0.070958116
MIR30C2	0.016717405	0.581838255	0.305090876	0.15094726	0
MIR30C1	2.893392913	6.748369721	2.85211865	1.758137816	2.546065812
PRIM2	0.238213034	0.454542086	0.346664704	0.252059568	0.737652506
LOC102724927	0	0.031294625	0	0	0.118107917
ALOXE3	0.008644695	28.42633069	2.908674538	15.04203269	5.136372872
MUC17	0.006071949	0.014830188	0	0	0
MUC16	0	0	0	0	0
MUC15	1.591986065	3.388708602	2.404154971	3.138186456	1.148371331
MUC13	3.445492187	4.646956762	4.756074148	3.132659239	5.662175116
MUC12	0.051370331	0.087827182	0.090517543	0.028990036	0.047352202
PPP1R9B	0.014273778	0.151070468	0.09182197	0.347267817	0.52080975
OR52K1	1.080478045	3.302616626	2.929024369	2.908042021	2.342578701
MBTD1	0.827289625	6.735267865	2.603094569	2.489961889	0.158870827
SYAP1	0	0.213787997	0	0	0.403424796
CBLL1	1.021570626	2.254554069	2.138735666	1.43184813	2.088741176
GPR119	0.368838237	0.17744097	0.196943836	0.416296085	0.321958455
CTCF	0	0.30868485	0.276417258	0.074831301	0.381966031
OR2L3	0	0	0	0	0
RASGRP2	0.018129402	0.401119546	1.034859266	0.109532333	0.133526888
RASGRP3	0	8.935268054	5.697178072	6.612848354	8.393123062
MIR548F5	0	0.021751508	0.02241781	0.025129117	0.041045792
MIR548F4	0.024557897	0.007775244	0.019461158	0	0.049256448
MIR548F3	0	0	0	0	0
MIR548F2	3.226038929	7.889878533	4.626767736	5.189401634	2.273655317
MIR548F1	14.4808984	11.83785244	10.73690659	12.45606539	13.7901759
LRRN3	4.690389547	7.928839417	5.288003848	5.874618966	3.769971968
WNT6	0	0	0	0	0
COX7B2	9.66860688	20.03135374	15.59770715	14.28580175	11.03190009
HSCB	0	0.222895047	0.020883897	0	0.038237281
FLJ37505	1.23692309	1.147757617	1.202255457	1.280459014	1.670128262
MIR514B	1.13232074	2.193990184	2.545169979	2.195401503	0.557076739
LOC440742	0	0	0	0	0
ST3GAL6-AS1	0	0	0	0	0
IFITM5	0	0	0	0	0
LOC105370868	0	0	0	0	0
HCK	0	0	0	0	0
C7orf25	6.87557739	0.883840957	4.670970503	4.665224725	1.904112984
C7orf26	0.009148926	0.994371534	0.759987446	0.340761446	3.088698889
ZNF426	0	0	0	0	0
ZNF425	3.676685596	8.966958793	6.907755971	6.170511319	11.97236207
ZNF423	0	0	0.01697099	0	0.015536481
ZNF420	0	0	0	0	0
ZNF428	0	0.010629683	0.005477648	0	0.005014638
ZNF429	1.977611479	0.519126963	0.488504817	1.022161846	0.425917045
CCDC189	0.016635807	0.668967947	0.30360172	0.148869318	0.488789508
CCDC188	0.026956092	0.427945869	0.033927299	0.030424491	0.093178565
MIR4739	2.665636693	2.639922221	3.963854117	1.14884925	6.462168508
CCDC181	0.311804305	0.164026998	0.114713548	0.249053685	0.12712601
LINC01511	6.899336695	11.32700217	8.805800726	8.154499686	15.98474632
CCDC183	2.411508408	5.070868371	3.663030503	4.086194682	3.069581935
CCDC182	0.321162793	2.038436949	1.398813263	1.096998059	1.806439294
CCDC185	2.904157151	1.77857261	3.249803136	2.746184835	1.298990179
CCDC184	1.700197052	4.185685203	2.417735428	3.051100765	2.164284282
LINC01516	5.400936383	6.34237724	6.319133583	5.071760976	25.17120127
NEDD8	2.096324193	3.681941991	2.130169869	2.971486722	1.232584882
NEDD9	0.03539901	0.247025404	0.070012908	0.097030526	0.658429597
P2RY14	0.234001821	0.666783089	0.576764091	0.231096666	0.381966031
PCYT1B-AS1	0	0	0	0	0
P2RY10	0.043268577	0.278609856	0.158424471	0.173145387	0.231146825
P2RY11	0.046230031	0.291691104	0.175942589	0.084479279	0.072291557
P2RY12	0.183981695	0.532811043	0.178633413	0.39157675	0.793442932
P2RY13	0	0	0	0	0.021577408
GARNL3	0	0	0	0	0.034960864
CH17-360D5.1	0.22609523	0.63342564	0.703046625	0.435318241	2.015143877
SFR1	0.010414854	0	0.019662412	0.011754917	0.018000405
SHISA4	13.06217592	11.9293592	13.96307353	10.75340656	20.05818935
PCDHB14	9.792974722	7.550973887	28.9331905	7.795342604	10.66850039
SHISA5	3.841190468	0.696197004	3.218405093	1.274391685	0.873704892
LMOD1	0	0	0.071309015	0	0
LMOD3	0.051848989	0.907561469	0.261031336	0.224327889	0.209096213
LMOD2	0.359813912	1.97318403	1.162072835	1.042095161	5.053269116
LOC105375744	6.009309014	1.821855538	6.392494528	2.374354124	5.832841139
LOC105375747	1.74746476	2.471324272	3.845372165	1.62874497	3.747661644
LOC105371050	0.376056254	2.188267341	1.407792207	0.796283777	1.307312721
OR5W2	0.488783713	0.900988809	1.129782419	1.186621184	0.347123092
BTD	2.46779156	2.929674255	2.857083046	3.513189192	4.874493649
LOC101928144	3.185728406	5.492367919	7.109459772	4.320800491	16.52320294
RBMY1J	0.971368477	1.895619378	1.405354756	1.70098616	2.309122315
MIR648	23.97558296	25.0485825	30.24746774	20.0323747	45.8278978
MIR649	14.94499785	33.57419087	35.9063606	21.50452984	39.03777479
MIR645	0.061943536	0.026698501	0.055032682	0.074026287	0.054579337
MIR646	0.039935683	0.006967093	0.014361025	0.019317491	0.006573564
MIR647	0	0.046182359	0	0	0
MIR640	0	0	0	0	0
MIR641	0.124077758	0.389634097	0.089237675	0.340103583	0.306355007
MIR643	0	0.040786992	0	0	0
IWS1	18.05820927	6.600935275	17.1957916	14.31896145	7.226520931
LINC00395	0	0	0	0	0
LINC00397	0	0	0	0	0
LINC00396	0	0	0	0	0
LINC00399	0	0	0	0.362584657	0
LINC00398	0	0.40483259	0.208616799	0.187078254	0.190983015
SLX1A-SULT1A3	0	0.80966518	0	0	0
ASAP1-IT2	4.868944149	16.45054097	6.128118465	3.480435011	2.805063037
LOC101927143	0	0	0	0	0
LOC101927141	0.314760026	1.345352748	1.386564178	0.532889571	0
AGXT2	0	0.588467991	0	0	0.185076324
DAB2	12.67926749	11.67378909	13.1519559	11.33131576	11.72980345
DAB1	0	0	0	0	0
NFIA-AS2	0	0	0	0	0
C1RL-AS1	0	0.043341986	0	0	0
MIR7154	0	0	0	0	0.086726587
MIR7155	0.13757723	0.210012491	0.281379391	0.659936091	0.198150148
MIR7156	0	0.004126465	0.012758607	0.019068918	0.011680158
LOC105372833	0.046028423	0.074946851	0.106208651	0.025975415	0.061874359
MIR7151	0.113372504	0.49446808	0.081538375	0.036559991	0.261261589
RAB5C	0	0	0	0	0
RAB5B	0.011827395	0.024072788	0.004962039	0.026698415	0.027255673
MIR7158	18.21137799	16.72424964	22.99986014	13.27618027	9.126250964
MIR7159	0.047476721	0.065541259	0.096127348	0.102511348	0.057082364
RAB29	0.016907891	0.381987994	0.297926975	0.06679191	0.243521479
THEGL	0.143176041	1.351944213	0.7722998	0.386681602	0.41831987
PSG8-AS1	0	0	0	0	0
WNT7A	0	0.679540419	0.350178198	0	0
WNT7B	0	0.317118862	0.65366597	0.586178528	0
FAHD2CP	0	0	0	0	0
OSCAR	0	0	0	0	0
CSRNP1	29.06764948	28.87493006	31.4924474	25.80162134	49.00011312
CSRNP2	26.97755721	43.91143149	33.05835272	34.79967883	31.77640809
CSRNP3	0	0	0	0	0
LOC105369438	0	0	0	0	0
COX6C	10.08205066	8.195096403	10.54251065	8.788147949	8.342641887
BUB1	0	0.010611897	0.032810896	0	0.010012495
BUB3	0.033274151	0	0.020939647	0	0
NUPR2	0	0.016621211	0	0.003840436	0.011761784
NUPR1	0	0.915381708	0.799773449	0.717201208	4.716459981
ADSSL1	1.609026777	6.090460387	5.828012476	3.081546001	9.09364735
NASP	0.5158651	1.104742293	0.988026777	0.396598716	2.239743231
LOC101928266	42.91215294	9.614207191	76.78643025	40.80634222	63.79415049
GSTZ1	5.097216636	7.479881991	7.551529232	6.855935099	4.616822682
TMEM133	0.141360193	2.834762481	1.031611315	1.326774162	0.181452864
TMEM130	0	0	0	0	0
TMEM131	30.08899497	24.20901528	28.06542343	27.93811752	38.80318904
TMEM136	0.059408868	0.570940126	0.250326325	0.122444454	0.166666875
TMEM134	5.280516585	10.63456193	7.666793029	7.629501975	9.153562814
TMEM135	0.051677019	2.80831629	1.203265715	0.845730215	8.187248666
TMEM138	16.23965355	12.68251889	13.85209661	16.3332438	52.28787791
TMEM139	2.784277257	1.103738377	1.972882745	3.166886594	2.390545151
FOXE1	5.606321818	10.47821211	8.610065481	7.564413665	9.438847955
FOXE3	0.008240808	0.060382294	0.020743984	0.01240152	0.034816015
CT45A10	1.891289288	2.951595872	2.688073104	2.615917626	4.032249162
DSG1-AS1	5.297251679	2.562281435	3.423964602	4.709237638	1.709752708
SLC35C2	0.01336532	2.58292395	1.257427353	0.320556562	1.871084725
SLC35C1	3.624879236	8.078288577	5.883748827	6.094270412	3.500614979
XK	0.871789463	2.440140214	1.259638316	1.440519301	2.382671271
GNRHR2	1.951544213	5.945171333	3.890710379	2.74286185	11.17607193
XG	22.98993462	6.211242601	10.70166851	17.60283632	4.639786177
C11orf88	4.476851483	4.466040684	4.49472583	3.077714295	4.250545427
LOC101928887	1.798698868	8.563693449	5.093699716	3.497867192	12.02895051
PACRG	0.013501405	0	0.096293947	0.03047722	0.06741226
C11orf86	0	0.048024058	0	0	0.018124587
C11orf87	0	0	0	0	0
C11orf80	0	0.016559732	0.017066997	0.06121969	0
LOC101928882	3.385773306	8.765612965	6.304297895	4.553758467	10.89534812
LOC101928881	11.24709887	5.10205885	15.29186604	6.023130759	7.806605624
MUCL1	0.050877941	0.730969332	0.361613137	0.253342622	0.172420317
LOC101929134	0.467980215	1.249679456	0.879582562	0.528194509	0.661442177
CRHR2	9.357359427	0.795655112	8.970823166	2.136360822	1.753821677
CRHR1	0.009500379	0.058009548	0.029893261	0.032168334	0.04378635
C1D	0	0	0	0	0
SCGB1D1	0.131230348	1.201943619	0.450458938	0.511671916	1.525816831
SCGB1D2	0.0787563	0	0.115644359	0	0.075620907
SCGB1D4	0.05031132	0.025869656	0.01999658	0.011954695	0.015255271
CDYL	0.484178669	6.135176071	4.093876112	2.125189086	5.082938132
HCLS1	0.279418549	1.100334453	0.558100769	0.557612323	0.226300602
LOC105755953	0	0	0	0	0
TCP10L	0	1178.388322	7.608671886	240.7927605	510.3652869
TBC1D3P2	3.094830379	5.031149145	3.997401343	4.376989774	1.952433036
KRI1	0.046929582	0.224466664	0.167354239	0.203043767	0.144196012
TECPR1	0.142288779	0.301190517	1.187940894	0.952874685	1.655883788
TECPR2	3.29799244	2.800139184	2.781868019	3.118319174	4.150960639
LOC102724219	0	0.042002498	0.086578274	0	0
CDY1	0.064919255	352.239776	78.23564573	49.67863026	483.4058634
C1S	0	0.086683971	0	0	0
COQ4	4.9379325	5.72367701	6.201964253	5.650911081	4.259287949
PAUPAR	4.851927223	4.684866125	5.713962098	2.451522217	9.492602093
FCHO2	12.08543103	9.940400221	10.08616871	9.748403783	11.25139068
FCHO1	0.082382664	0.314394113	0.174973376	0.197588268	0.373761208
URAD	0	0	0.009267476	0	0
HCG9	3.885113907	6.907201086	4.967983921	4.79300887	11.27126525
AUP1	2.397415253	2.673788419	2.483151996	2.271393304	3.560381798
LOC101927420	3.025137678	7.14734008	5.01951937	4.761763555	4.426882093
LOC100131315	0	0.026076471	0.006718814	0.004016756	0.006150892
BOK	0	0	0	0	0
PNPO	64.54312148	54.60215577	93.71033027	42.50202531	69.56486879
APBB1IP	4.722086923	11.90875527	7.780444548	6.915055798	17.87036088
SKI	0	0	0	0	0
C16orf89	5.258809336	7.639422887	6.561197507	7.978992859	3.606888956
LIMCH1	0.109452907	1.273153703	0.995308036	0.284132901	1.888565097
C16orf82	0.55226692	0	0.989977462	0	0
CLDND1	0.111290152	0.08154485	0.028014256	0.175853558	0.102585163
C16orf87	28.99628151	34.15348473	33.5766916	27.46626953	54.85229418
CLDND2	1.140473404	1.114201407	0.927499011	1.247609705	1.273650244
ZFAS1	0	0.098529451	0	0.020236313	0.05164673
GEM	107.5631675	10.93505086	47.95846598	99.10542658	41.20201587
RIC8B	6.289974686	12.44976951	10.83655258	8.359344267	11.28849136
BAHCC1	32.30405627	4.349331792	29.4026539	11.00796452	5.289668233
PCDHGA8	24.9981843	25.9463732	32.69512467	23.96293967	17.11678992
PCDHGA9	6.520192262	8.220236394	6.716915914	17.21101832	30.82393798
PCDHGA2	16.37672189	7.378224894	15.78800102	16.43264241	5.913616231
PCDHGA3	0	0	0	0	0.021902078
ICAM3	10.31839113	13.38135831	12.17871042	13.82019532	9.163743599
PCDHGA6	0.757783811	1.124806927	0.800945001	0.864737369	0.624704083
PCDHGA7	1.17259001	0.757134999	1.781183222	2.175351112	1.288970143
PCDHGA4	14.29554997	60.23703181	41.46684387	29.32983335	55.81812821
PCDHGA5	4.471779521	12.35182758	11.72303508	25.05647568	22.96253416
LOC389602	2.88026623	2.892514572	3.111936386	2.70491875	1.545357628
MIR6787	1.04310253	1.975726065	1.90525218	2.357244315	2.000041384
PHF8	0.019788342	0.050528118	0.020377533	0.052790584	0.039382943
WWC2	0.57086294	1.009651967	0.821727909	0.777621547	0.238155699
PHF6	0.475018941	1.188488299	0.597865216	0.972895951	0.520630379
PHF7	0.322732311	0.440948705	0.583151552	0.468846649	0.213543765
LOC400541	0.110912897	0.948131648	0.458674087	0.125183889	0.517272641
PHF2	0.348643485	0.77936671	0.619784421	0.526893721	0.435759982
PHF3	0.131675285	0.611748677	0.403512338	0.329543688	0.286948209
PHF1	0.95326494	0.584012637	0.882790137	0.953574647	0.205716102
C2CD4A	0	0	0	0	0
C2CD4B	0	0	0.007732642	0.013868577	0.042474141
C2CD4C	0.237303515	0.473827405	0.654029319	0.285432124	2.524712657
SH2D3C	2.616355436	7.629001904	3.97811133	4.784480688	3.518400275
RPL29P2	5.009061868	4.026512221	3.602836816	5.650041081	1.518550682
VARS2	2.046705864	4.932432599	3.09708502	3.312610694	1.560981187
CCDC162P	1.745677463	3.164778478	2.010263522	3.40738486	1.86626198
RPS26	0	0	0	0	0
RPS27	8.78490767	17.05232796	14.08862028	14.49710337	9.180902315
RPS24	14.7934063	19.15086994	26.32975681	15.52683995	68.79210122
RPS25	7.651662174	24.80511499	16.27257441	19.22848142	32.41517117
RPS23	0.01356803	0.187785915	0.005692302	0.229707116	0.609704268
RPS20	1.055811575	0.036150345	2.943359749	1.626005037	6.310059474
RPS21	1.07625983	0.190394152	0.645648117	0.675486554	1.101018933
RPS28	0.017735482	0.51980781	0.323670685	0.350305893	0.929805756
ATRN	0	0.057921253	0.089543284	0	0.027324815
OR1E2	2.161516115	2.704969838	2.746047024	3.372191817	3.359700502
OR1E1	0.315784254	0.070759136	0.4083893	0.238700442	0.093467329
CHMP1B	42.58008183	26.84167166	24.08101395	23.04288007	105.5061734
CHMP1A	350.1522287	1235.938919	664.2103065	592.9202009	1097.222053
ARHGEF9-IT1	111.9857154	361.7182508	196.6181694	151.0719002	352.1430152
PREB	280.081974	628.2689329	422.5771255	371.3046089	549.3289597
PREP	98.18682196	233.8744064	144.8918103	120.2990601	217.2138329
RPL31P11	342.8878499	417.6525132	318.593571	350.6234091	485.3009473
ITPK1-AS1	95.32659685	515.90868	269.2490384	158.8698521	624.3856445
MIEN1	36.75673703	170.3103385	82.29898255	66.80609464	260.8054684
GDNF-AS1	6.926105038	17.99023673	12.07784728	11.56016652	8.532160209
LOC101928748	0	0	0.020174876	0	0
NBAS	0.190734461	0.029115733	0.045011429	0.040364244	0
NIF3L1	14.36641438	17.79977581	16.96449402	15.93852815	22.08486566
MIR6862-1	17.99930875	21.38772973	21.72502047	18.82970615	39.39679558
MIR6862-2	0	0	0	0	0
TMBIM4	26.91418094	17.18998861	29.69198013	19.26691114	23.92724867
MIR3910-1	12.23008363	13.60020127	11.54080109	9.750944256	12.35480396
DRD4	0.08000319	0.024425073	0.012586636	0.022574269	0.057613618
DRD5	0	0.004047465	0	0.011222307	0
DRD2	8.864367429	8.708316393	9.488423563	6.790157034	25.43257154
DRD3	0.00336079	0.036937917	0.021149675	0.026552522	0.003872391
DRD1	0	0.012476808	0	0	0.011772068
LINC02053	6.353787108	10.70860922	8.733322157	10.89749644	5.124099059
SLC25A3P1	8.704740049	13.75513049	10.27424597	8.681938905	10.85283835
GLG1	0	0	0	0	0
TTC9C	0	0	0	0	0
TTC9B	11.5809549	10.93703631	12.67988737	13.9297102	13.96442694
NOSIP	0	0	0	0	0
ST7-AS1	0.031646489	0.206116525	0.199153478	0.28574715	0.656350566
ST7-AS2	0	0.032664604	0.0252489	0	0
LINC00158	0.011406019	2.804389351	0.88527236	0.776708006	1.892493481
ENTPD7	0	0	0	0	0
ENTPD6	0.103768321	0.042240796	1.199623782	0.12145781	0.035426548
ENTPD5	0	0	0	0	0
ENTPD4	0	0	0	0.005557951	0
ENTPD3	12.48790494	23.22062471	19.54466345	16.77157671	13.72733563
ENTPD2	4.679463974	8.27827033	5.786309222	6.585408003	5.560718115
ENTPD1	0.153012079	0.016248618	0.083731764	0.022526075	0.099650403
ENTPD8	4.911123327	6.852992357	6.795171661	5.356744459	19.48224573
SNAPC3	1.055754115	2.155535303	1.391073159	1.405711346	2.261869782
SNAPC2	0	0.006638915	0.020526845	0.012271707	0
SNAPC1	0.007686542	0	0.019348771	0.026026674	0.035426548
SNAPC5	0.775409645	2.736743583	1.415650664	1.452222441	1.021082832
SNAPC4	7.692328508	19.66291724	14.07707153	7.38802823	17.39971071
RSPH10B	2.77115588	4.115609472	2.979568072	5.847101168	1.785035201
GHET1	3.4672617	9.14724509	5.704771662	4.137437912	4.699036517
MIR3074	1.393690046	1.328789288	1.550149907	1.646177442	1.269739084
HESX1	0.207110423	5.586013224	3.716437358	2.972078751	19.02286578
ZFP14	2.197116471	5.859318275	3.909358962	2.209772898	2.41342724
ARNTL2-AS1	0.005493872	0.315329757	0.186695852	0.124015203	1.228055806
MHENCR	0.284031474	0.524854917	0.319855739	0.341667984	0.331574734
LUADT1	3.645865379	8.048476717	6.824272722	5.266814075	24.22676844
CAGE1	2.592859415	2.779565929	2.739195121	3.058898494	3.379594021
PROCR	6.657005185	5.270568571	6.338658047	5.242664875	7.94943014
ODF3	1.467874899	4.280155179	3.139162321	2.134111049	5.131305733
ODF2	0.012481972	0.007621523	0.031419954	0	0.017977572
ODF1	0.008174513	0.249568884	0.195482478	0.17529998	0.150702232
GSG1L2	0	0	0	0	0
ODF4	0.337080749	1.23493403	0.927074332	0.7045415	0.517857792
LINC00845	0.908886184	3.923722186	1.966767763	2.148396422	1.295273831
LINC00847	0	0	0	0.131233999	0
LINC00840	2.898267878	5.867292802	4.651555589	2.744281499	5.737597104
ATP2B2-IT2	0	0	0	0	0
KIF3B	0.004436396	0.037924237	0.022334828	0.050072198	0.015335197
KIF3C	19.48733492	12.92941592	13.63097211	7.788173174	17.8724966
KIF3A	0	0.012236098	0.012610919	0.039581187	0
LINC00851	3.041547842	6.214398722	3.923222783	3.823501427	6.961365263
LOC105376594	0	0.018260203	0	0	0
TMEFF2	0	0	0	0	0
STAMBP	0	0.032918913	0.033927299	0.030424491	0.077648804
MUTYH	0	0	0	0.050532632	0
AATBC	7.253595393	12.49600864	7.362735727	10.14401896	7.947945428
LOC401312	0.757720184	0.231332908	0.894071995	0.124718836	0.109133152
LINC02125	0	0	0	0	0
SUCNR1	12.78514687	14.1479803	12.15542371	12.85981372	9.077685894
FAM209B	0.912499294	3.515398536	3.408700097	2.317982248	3.950482031
TBXA2R	1.094731699	3.66951826	2.183968516	2.412218637	1.973194197
SEL1L	0	0	0	0	0
FAM209A	0	0	0	0	0
CGB8	0.042287573	0.048772804	0.032525599	0.029167508	0.056845668
CGB5	4.523602047	7.269264015	6.106147034	5.324949919	4.561561591
CGB7	0.036947169	0.406080592	0.372017626	0.287737622	0.693915523
CGB1	0.028770125	0.710491993	0.31382404	0.292247399	0.69614367
PDSS1	0	0	0.007565578	0	0.006926082
CGB3	0.021265634	0	0.017843475	0	0.016335217
SNORD99	1.66203231	0.541551943	0.928671576	1.543608131	0.223277919
SNORD94	0.157153241	0.301582779	0.14128227	0.177373906	0.543228346
SNORD95	0.992964765	0.497307775	0.933808528	0.900360145	0.732751161
MIR1323	15.33287	18.18316228	18.27857659	21.52959718	7.343226012
SNORD97	0.082219637	0.18407955	0.068988493	0.030932904	0.047367819
KIAA2013	0	0	0	0	0.020354199
KIAA2012	0	0	0	0.020910055	0.021346496
SNORD92	0.009202966	0.309064455	0.086872323	0.083096779	0.174964357
SNORD93	0	0	0	0	0
CNTLN	0.908537507	2.686183302	1.624970134	1.268304437	1.873294272
MIR3199-1	0	0.06508711	0	0	0
PPP1R27	1.263293617	2.828357418	3.444996326	1.425839663	3.639000697
EMP2	0.682362976	2.916567636	2.433355069	1.54032314	0.393118323
CENPVL1	0	0	0	0	0
EMP1	0	0	0	0	0
LINC02120	0	0	0	0	0
TMSB4X	14.33170223	15.73899283	16.78293852	14.78756378	27.77944293
TMSB4Y	0.00204685	0.064990203	0.025761927	0.016171504	0.042451821
CCDC22	0	0	0.461411273	0	0
CCDC25	0.210548936	3.856851024	2.384997457	0.475279888	0
CCDC24	0.781565872	0.842669427	1.237144378	1.336703205	0.460817297
CCDC27	0	0	0.222840671	0	0
CCDC26	0.032258015	0.026262432	0.027066914	0.036408604	0.111505611
VHL	10.0028375	22.84434362	17.39660223	20.09668505	18.63400995
FIBIN	0	0	0	0	0
LINC02142	109.7084063	22.99617489	141.0652527	73.95586689	57.47609236
LINC02143	0	0	0	0.008757647	0
LINC02140	482.2590659	331.0386131	545.2379288	319.310869	885.7010396
LINC02141	0	0	0	0	0.010756383
LINC02145	5.752940051	8.076699792	7.529109618	5.633464551	16.49680316
CDKN3	9.775384132	13.4418174	11.42397876	10.99333684	10.23876599
LINC02148	0.328797579	3.999231118	2.124322439	1.583374752	8.22355453
ZEB2-AS1	0	0.106709539	0.067678961	0.083450783	0.030979126
HNMT	0	0	0	0	0.017713274
UBE2G2	7.681213006	14.19921721	8.438854043	11.22824762	10.1032871
UBE2G1	6.246719677	4.948232398	27.02696292	6.161226325	15.37718767
KCTD20	0	0	0	0	0
KCTD21	0	0	0	0	0
LOC100506688	0	0.009277002	0	0	0
LOC101929798	0	0	0	0	0
DISC1-IT1	0.053303528	0.104151251	0.181139047	0.060162011	0.0921266
NEDD8-MDP1	0.093347949	0.54925816	0.598125724	0.210717772	0.733349814
LOC100506682	0	0.031115506	0.032068649	0	0.044036967
CYP20A1	0.418115815	0.120559538	0.255814114	0.406370504	0.120441022
RANBP3L	25.98845008	11.9859728	15.76302566	19.5635235	11.17684327
HEPHL1	15.06604743	13.65482571	13.00076849	12.42257338	14.73759162
LRRC3-AS1	10.30469819	12.03919857	11.28470266	11.66933065	8.135733394
LOC729603	31.56830158	16.73375088	21.05581822	24.28802874	9.115757989
SGPL1	3.738002079	2.750800503	3.489672071	4.003582454	3.474936881
APBB1	0.013423855	0.398903106	0.185849888	0.085856131	0.061869282
APBB2	0	0	0	0.03179992	0.032463659
RNF20	0	0.024969989	0	0.04615579	0
LINC01495	0.059298273	0.018103836	0	0.033464045	0.017081259
LINC01494	0	0.059646181	0	0	0
LINC01497	2.828705077	4.093237533	3.09329932	3.584133287	3.519725845
LINC01491	0.750538402	0.62801416	0.297385945	1.751737796	0.736673112
LINC01490	0.00582998	0.096114604	0.022013073	0.019740343	0.020152371
LINC01493	0.158985931	0.097077203	0	0.112151504	0.022898474
LINC01492	0.413028287	0.6380865	0.526106114	0.297676097	0.131876486
LINC01499	6.116944421	12.37043148	8.508310456	14.20500224	6.568478897
LINC01498	4.845917869	7.862661029	7.505192225	6.696787876	12.87205128
WDR7	18.07717652	7.498651942	9.540112549	12.04344415	3.720454093
WDR6	14.20976559	18.44748114	14.60930909	14.52084347	10.28037078
WDR5	0	0.055634888	0	0.051419169	0
WDR4	0	0.018820111	0	0	0
WDR3	0.064919255	0.158559431	0.463013395	0.610602633	2.293918217
DIAPH1	0	0	0	0	0
DIAPH2	0	0	0	0	0
DIAPH3	0	0	0	0	0
SMR3B	0	0	0	0	0
GUSBP11	0	0	0	0	0
SMR3A	0.004957245	0	0	0	0
COX6A1	1.874360455	1.904652984	2.326607688	2.239908649	0.752687745
COX6A2	9.115133451	34.60326406	26.04681423	17.18749711	32.90597026
LINC01729	8.14021988	12.07480969	8.802605658	8.935628596	15.26127435
LINC01728	1.62179586	2.564284735	2.177294975	1.46437587	4.183211612
POU2AF1	3.237433229	5.777581602	4.381947638	3.920978125	2.778036153
LINC01723	6.14908733	20.53436427	14.30459644	11.1044495	13.91171845
LINC01722	7.134456215	2.966638652	4.948696293	6.566427114	1.400475452
LINC01721	0.107319337	0.306677836	0.251236817	0.205917516	0.113763681
LINC01720	0	0.066250459	0.040967923	0.122460695	1.000133896
LINC01726	0.076119066	0.299205277	0.266456204	0.142293719	0.27134167
LINC01725	0	0	0	0	0
XRRA1	56.45656669	48.77118212	56.30573608	50.93734397	81.38690041
NDNF	0	0	0	0.032505279	0.03318374
MAGEE2	0	0	0	0	0
MAGEE1	0	0	0	0	0
XIST	0.086138818	2.078206134	1.134396039	0.265582505	0.970727316
CD27-AS1	0	0	0	0	0
FAM118A	0.005137033	0.025093481	0.012931078	0	0
LOC105371795	0	0	0.008253358	0	0
SNX31	0	0	0	0	0
SNX30	0	0	0	0	0
SNX33	0.011488016	0.094697245	0.057835883	0.061589265	0.046328783
SNX32	1.143767818	0.97795185	1.780567108	1.95478862	1.124248025
IRGQ	2.414207628	1.321625853	3.314284992	2.700113693	0.353393768
CHRAC1	0.062350196	0.101523157	0.122071902	0.086011078	0.06385915
IRGC	0.927111349	3.103047377	2.506619916	2.2478251	2.116702113
IRGM	1.942594144	27.83282451	8.724182658	11.80091989	0.422441283
LOC105371242	2.119439541	7.575152411	5.317862989	4.021277502	7.752533059
APELA	1.347034671	3.588040195	6.23351608	2.08745087	4.176580346
LINC00458	0.215943092	0.487465365	0.345913113	0.228956754	0.640887985
C1orf145	0.034634598	0.138972382	0.080955773	0.139610637	0.079813797
C1orf146	1.64311095	4.885788789	2.952167347	2.58509895	1.54435946
C1orf140	7.622986285	10.13845792	13.02515969	11.686971	8.157941573
LINC00457	0.07857096	0.647670898	0.212614498	0.1729271	0.344019834
LOC105378325	2.295493296	3.306467818	2.646721263	2.619360937	3.330717469
GABRR1	7.216834273	6.945681224	6.902997788	7.43688481	10.53976306
GABRR2	0.008777815	0.021439022	0.011047876	0	0.01011403
GABRR3	0.006860687	0.025134916	0.069079627	0.054204091	0.031620261
LOC105378328	0	0	0.024980865	0	0.114346519
TRIM59	0	0.055436771	0.088876564	0.426967202	0.029058601
