	TCGA-BH-A0B5	TCGA-BH-A0C3	TCGA-A7-A13F	TCGA-BH-A18P	TCGA-AC-A2FM
ERCC2	4.288662952	4.307397872	5.269851681	4.360531279	4.521173451
ERCC3	9.293704753	6.922767752	6.33033987	10.0652408	9.077892425
ERCC4	1.898679117	2.193199251	1.322039635	2.476699546	1.396744574
ERCC5	4.076228695	4.068388448	1.873461399	4.140500136	3.760902614
KDF1	12.22145867	8.610817819	8.472902884	13.76483233	19.10827106
CD244	0.230808978	0.445760508	0.051006581	0.131785697	0.046211927
MRPS16	29.37458243	35.28683475	37.66365242	28.95933152	37.46055175
MRPS15	13.91044616	22.48881986	30.11591615	14.77769832	14.12073699
CD247	1.219706748	1.865064275	0.130950925	0.95201282	0.429563863
MRPS12	10.08658366	10.67373791	18.13076386	7.156181568	12.95488818
MRPS11	3.637149688	3.995207719	7.57774171	4.60515689	3.664495944
MRPS10	15.89855099	19.825032	23.45598367	26.88222425	15.32238302
CD248	24.48984315	38.74152908	12.41916531	9.331838985	13.36145928
TDRD10	0.19994959	0.55028069	0.12790051	0.104354694	0.189063736
PFKP	15.47474313	6.765947941	6.053074958	12.11439749	8.821624933
PFKM	13.09436655	6.194731306	3.971248177	10.85495123	5.344810815
PFKL	23.1574277	14.87575702	17.18922853	17.56436111	36.17776191
PRIMPOL	5.804586527	4.24524076	4.734935269	3.966418052	4.80648743
CARD19	7.81477759	5.901395903	7.810117843	3.366731046	29.75546207
SNURF	0	0	0	0	0
LOC105376171	0.059327148	0.137493956	0	0.396328144	0.115813575
WARS	13.88454016	20.96112447	10.38852152	33.78420037	22.78761426
THOP1	4.813773315	4.472974606	6.894349393	3.531058627	4.742747454
CLEC4M	0.004158445	0.004818713	0.013440033	0	0
CLEC4G	0.115677791	0.122874445	0	0	0.009409028
CLEC4F	0.341580549	0.419564891	0.22079667	0.060850382	0.060012489
CLEC4E	0.607356167	0.865581791	0.278274911	0.155454887	0.20441909
CLEC4D	0.008399522	0.038932715	0	0.009352005	0.024595282
CLEC4C	0.010901507	0.315810586	0	0.157790219	0.021281024
CLEC4A	2.560654188	2.691919144	1.549971939	0.661320381	1.571755666
SSR1	12.24502612	19.76725495	30.09149857	18.61823833	12.24560947
SSR2	46.63175383	42.29954741	62.56503201	54.7360094	33.32944402
SSR3	34.27325623	51.35140741	53.96216689	35.78773761	27.72448592
SSR4	22.15015909	34.50311981	46.91640612	36.75295942	27.56325247
CTTNBP2NL	6.474183202	5.520092649	4.472742913	5.891259418	2.971242326
CASP8AP2	3.873726596	2.961353277	2.15797602	6.47410342	2.750909042
MIR4698	0	0	0	0	0
APOC4	0.036978102	0.032137051	0.069715734	0.061756983	0
APOC3	0	0.022624583	1.135853538	0	0.304913339
APOC1	65.33914241	44.51771721	58.16898133	34.36319549	6.75688951
MIR551B	0	0	0	0	0
MIR551A	0	0	0	0.196099863	0
USB1	4.570236162	4.686647441	4.650354544	3.607952761	3.470413691
POU6F2	0	0.059509442	0.002213063	0	0.002005034
GNPDA2	2.98909256	3.173225901	2.776942733	4.73140973	6.476732475
POU6F1	1.331091916	1.757209755	1.319059328	0.994276137	0.792142928
KLHDC10	11.11470197	11.71667767	15.04956704	20.22712933	12.76262278
GNPDA1	17.17289528	17.62914809	19.98625145	16.00246173	9.841230063
HIF1A-AS1	0.129664396	0	0	0.173241597	0
SLC3A2	18.17194669	34.45215377	30.71485077	24.52270825	41.5741212
LOC100505585	13.22546806	9.996094015	7.194747438	9.519608357	5.950867881
MIR3918	0	0	0	0	0
MIR3919	0	0	0	0	0
MIR3915	0	0	0	0	0
MIR3917	36.36850826	16.45414617	36.40235657	34.89994994	18.08498069
MIR3911	0.113783561	0.131849857	0	0	0.02221189
MIR3912	0	0	0	0	0
PAGE4	0	0.331571964	0	0	0
PAGE5	0	0	0.039642492	0.040969721	0
PAGE2	0.025579784	0	0	0.056960928	0.024967374
PAGE3	0	0	0	0	0
SPDYE2B	0.016320692	0.009456027	0.017582746	0.163542743	0
PAGE1	0	0	0	0	0.024817195
MIR548X2	0	0	0	0	0
LINC01128	2.667466353	1.541362422	0.69823741	3.745238186	1.44644674
LINC01125	0.931110431	0.373714537	0.333436595	0.593638718	0.393482902
LINC01124	1.118164009	0.129570356	0.068835995	0.008892578	0.218278775
LINC01126	0.410892763	0.202356688	0.044266647	0.171557596	0.110290267
LINC01121	0.356092141	0.05691471	0	0.236971803	0.14382078
LINC01123	0.205259329	0.07730123	0.066339515	0.199968297	0.270465998
LINC01122	0.180199782	0.003539178	0.019742477	0.044207484	0.029811117
PGK2	0	0	0	0.180149156	0
PGK1	75.46413229	57.79449904	71.77298508	125.1145373	84.39761922
BECN1	13.96102653	16.20216433	17.58524647	14.55211406	23.46863518
BECN2	0.012799574	0	0	0	0
RPP25L	11.8140888	8.450778947	12.49411925	14.87773027	32.44768669
BSN-AS2	0.012991346	0	0.083975683	0.007232265	0.228245733
DEUP1	0.020000281	0.092703519	0.021546872	0.053443824	0.00780858
MIR4641	0	0	0	0.855708493	0
MIR4640	48.01665033	46.57445736	136.0608043	70.2915466	63.16969074
MIR4643	0	0	0	0	0
MIR4642	0	0	0	0	0
MIR4645	1.976287463	1.272265504	0.236567861	3.667322113	0.428660636
MIR4644	0	0	0	0	0.196469458
MIR4647	27.0045227	25.6954559	28.54542135	45.65782405	36.54082492
MIR4646	0	0	0	0	0
MIR4649	173.6617572	149.4555836	123.3191734	162.5953208	56.38479164
MIR4648	0	0.272123455	0	1.045865936	0.458428736
FAAP100	8.356218827	7.630028592	9.322205309	5.85442699	25.3069102
OXA1L	19.8146342	26.04107097	17.80256005	16.73245956	19.27419123
MIR135A2	0	0	0	0	0
C6orf52	0.956348257	0.354622421	1.586663852	0.681469207	4.31254906
DOCK10	2.053743405	3.567977485	2.074271472	2.264514785	0.783036883
DOCK11	3.534389916	9.090818138	1.257387998	3.384311681	1.240729394
C6orf58	0.077357948	0.064029048	0.023811406	0.123043051	0.032359675
LPAL2	0.159511672	0.119250692	0.016630303	0.257806272	0.050223477
LOC105379252	0	0	0	0	0
LINC00299	0.045925497	0.04434787	0.012369211	0.055394438	0.029883992
LINC00294	2.00996286	2.31724728	2.07172193	2.904128643	4.3679689
LINC00297	0	0	0	0	0
LINC00290	0	0	0	0	0
DPM2	13.21681228	9.549422646	16.25635743	19.26422963	26.75421124
DPM1	24.36074935	23.06669009	91.60683708	29.19759617	32.55565662
LINC00293	0	0	0	0	0
RABGEF1	0.568998418	0.638521348	0.487172248	0.593509468	2.005199445
TCP11X2	0	0	0	0	0
MIR212	0	0	0	0	0
MIR211	0	0	0	0	0
ARPC5L	8.182462705	7.370399709	12.08494792	10.99289116	15.31482149
MIR217	0	0	0	0	0
CHURC1	14.52406311	14.22333506	5.049436796	9.416277064	18.98933303
TBC1D9B	24.60116825	18.35477804	22.04685444	20.19242323	29.01226971
ALOX12B	0	0.036884203	0.041149982	0.021263841	0.018640928
CDH11	16.48745825	14.21037183	7.137362496	11.72079546	4.020715676
CDH10	0	0.010706497	0	0	0.00901827
CDH13	1.040089477	3.535348745	1.891889091	2.339562099	2.439395061
CDH12	0	0.029686195	0	0	0.008335068
CDH15	0.003653465	0.059269759	0.066911696	0	0.007131994
CREG1	46.13281679	57.31357306	75.07209988	50.57275396	32.18415314
CDH17	0.125695688	0.150675894	0.046695015	0.135123412	0.148069779
CDH16	0	0	0.059789033	0	0
CDH19	0.007389964	0.06279772	0	0	0.004808693
CDH18	0	0.020186368	0	0.015516659	0.027205332
OR4A16	0	0	0	0	0
OR4A15	0	0	0	0	0
LOC642426	0	0	0	0	0
NIPBL	13.02699446	9.765950224	7.583464201	13.88967394	6.791580195
MBP	1.984662813	2.393458451	0.427626749	3.77624181	3.95763264
NPBWR1	0	0	0	0	0
MIR646HG	0.049371921	0.057211083	0.01418394	0.351811629	0.04497724
OR7E12P	0.191151705	0.362458374	0.018721198	0.019347982	0.152652529
TAF7L	0.11837012	0.072191926	0.093964684	0.034682363	0.200668142
HRASLS	0.289276941	0.268166142	0.077911571	1.223904705	0.5788202
COMMD10	12.64000524	11.27545303	11.25915161	18.62694023	9.363555774
CKAP2	14.82585038	7.234761435	6.662140117	25.01935811	11.34588437
HTR1E	0.016479763	0	0	0	0.707749628
HTR1F	0.070002256	0.343187542	0.139228473	0.101921967	0.089349805
HTR1A	0.03718139	0.010771242	0	0	0
CKAP4	95.27731235	32.88460111	52.71444628	66.774429	26.99613488
CKAP5	21.03924946	14.06474763	22.32269073	27.90764263	27.61783463
BCL2L1	40.36752342	24.38764821	33.33136934	29.32906002	38.94790622
BCL2L2	11.4107392	13.09154826	4.09625524	17.23019813	16.91710378
MIR3198-1	0	0	0	0	0.206292931
LOC105377348	1.168066216	1.397907126	1.382167149	1.620322311	1.626046207
MIR3198-2	17.34555795	9.343098288	9.962935906	23.79484082	10.30696544
ATP23	3.842221415	4.124067629	4.8026894	6.444301398	5.553231418
WNT8A	0	0	0	0	0.02370048
ITSN1	4.391881179	6.685618335	2.109868123	1.926013001	2.758413849
ITSN2	5.357134873	6.230545148	4.241042673	6.301294417	2.488831038
PRAF2	20.61908878	13.50961282	14.09200405	14.59633635	13.28070161
NEGR1	1.376149289	2.092614564	0.245736474	0.805387706	0.398532666
LOC102723604	0	0	0	0	0
MIR1260A	0	0	0	0	0
TDP1	5.001601558	2.878993612	2.258316991	4.181112351	7.415546768
TDP2	11.05454183	13.94133844	14.66951009	18.48963381	16.55698231
MIR1260B	0	0	0	0	0
TREH	0.154097699	0.110833437	0.005724615	0.029581375	0.057051471
HAVCR1P1	0.288208588	0.371077439	0.275995837	0.213927123	0.296936795
MIR1288	0	0	0	0	0
MIR1286	0	0	0	0	0
MIR1287	1.495375515	1.682140955	0.904427011	1.372851174	2.291788033
MIR1284	0.140901977	0.163274073	0	0	0
MIR1282	0	0	0	0	0
MIR1281	17.47449114	14.01244158	24.63161347	25.1950577	9.419957239
LOC401127	0.245789032	0.189876572	0.055165734	0.034207608	0.219912513
MEFV	0.087716524	0.475693709	0.045359764	0.062504542	0.215753553
MIR4436A	0	0	0	0	0
AFAP1L1	2.678958148	7.188071033	3.175501354	2.033689746	2.835053035
AFAP1L2	30.51894461	4.596155286	4.002487914	1.811340797	2.460263253
PCMT1	16.227609	16.67332695	20.44123407	35.05201958	35.72247651
SLAIN2	11.70410778	12.53836766	8.122247822	17.53284269	8.583101356
SLAIN1	0.270008143	1.516991146	0.079332943	0.150313178	3.865309604
LOC105376430	0.276396201	0.06962647	0.051785999	0.080279688	0.234590398
FLVCR1-AS1	0.52462533	0.873890966	0.99497659	0.517186452	0.533401244
LOC102724890	0	0	0	0	0
CPA2	0.018489051	0.117835854	0.009959391	0.030878491	0.027069603
CPA3	43.96324658	20.25022595	5.628343683	2.546751468	14.04756627
CPA1	0.046308079	0.382332989	0	0.045114381	0.033899557
CPA6	0.042358841	0.106349709	18.51234877	0.047162222	0.179160458
LOC343052	0.024865055	0.009604357	0.044646385	0.064597602	0.040449594
CPA5	0.00570261	0.052864455	0.055292252	0.00634927	0.089057319
OSM	1.55965291	0.444871647	0.982304957	1.567314705	0.694799276
OS9	57.77062816	55.31418568	90.75089127	64.57660678	77.1213891
SH2D4A	17.43814819	6.593942315	1.194473788	16.70158139	15.03133451
SH2D4B	0.034878326	0.035925535	0.008350092	0.021574131	0.083216951
NPHS2	0.009022539	0	0	0.010045671	0
LOC100506725	0.04154358	0.151296438	0.057543534	0.033038938	0.092683381
ARG1	0.086047009	0.109680293	0.083430803	0.249091734	0.184771277
ARG2	0.377603312	0.858910757	0.580070656	0.926486698	0.634747481
TMEM50B	10.66779993	11.930086	15.46006493	10.88910474	27.45187536
TMEM50A	34.80320141	37.93321163	29.07037445	36.8120273	36.25915872
GON4L	10.4865828	6.958283385	6.313932347	9.246828737	5.159133321
ABL1	22.96190337	18.9841231	12.96811034	40.27583726	24.96026135
ABL2	5.383545988	4.924455411	4.435419865	7.595840994	2.721317629
TMED7	28.22381657	29.66606887	42.30220944	39.00483685	33.46882954
TMED6	0.179747383	0.236058901	0.271105762	0.213472282	0.257317901
IL9R	0.30386209	0.289511535	0.036373253	0.315764636	0.138407398
TMED4	27.32952532	29.05403431	45.0777579	21.72259942	56.27982053
TMED3	4.606995289	6.476622091	24.13887661	7.567943927	6.389465292
TMED2	87.30036302	97.44776453	192.4398631	98.55661669	119.6089647
TMED1	7.252773255	7.251829287	8.355395461	8.162316572	10.03513532
TMEM201	2.657840902	3.709879455	1.901066935	1.834994756	1.982970812
BAIAP2L2	0.575163707	0.200859065	0.152788003	0.429847976	0.945909806
HNRNPR	27.14360622	23.68716117	18.11914581	28.39677906	17.40507442
HNRNPU	81.80415508	50.59341848	68.8111469	91.9987444	62.67921982
TMED9	60.95973875	64.19080034	122.9934728	54.03869274	54.80628268
TMED8	5.860537504	6.783509151	3.641272933	7.794818399	14.98114956
SLC6A18	0	0	0	0	0
FASN	54.90516446	666.8673939	269.2555635	84.93843128	328.7416513
HNRNPM	48.93871501	32.61060788	31.2237129	53.90811083	53.60823503
HNRNPC	70.00412718	42.59020615	48.99230089	71.60883371	58.1718406
HNRNPD	33.0365786	23.9262823	23.68226937	32.99668825	28.27404048
HNRNPF	148.3330073	86.47251892	109.0815641	119.1110447	159.803776
SLC6A13	0.007969944	0.03232388	0	0.008873715	0.007779135
SLC6A12	0.246578459	0.196671043	0.417443704	0.192534411	0.137528621
TNNI3K	0.017915064	0.029063408	0	0.011967951	0.129397558
PLGRKT	21.78931571	9.146847603	23.49865161	22.43182787	30.03337678
PIMREG	2.856971002	1.096591012	2.600402863	6.528604153	4.162396515
LOC105372430	0	0	0	0	0
ANKRD33B	1.135511789	0.815118648	0.180611811	0.509943833	0.205807933
TADA1	10.44852592	7.313444137	7.125219568	10.33088229	6.784064535
TADA3	32.7102907	18.89413435	22.41472098	26.65105517	24.61093184
CD52	25.58840173	23.53242148	8.435731593	9.281920361	6.089502568
CD53	18.85105867	21.63695457	10.50907227	12.35429137	5.688924295
CD55	15.88690629	7.294196756	41.12909565	23.31383697	2.494232087
CD58	7.254515675	5.373484357	4.5564854	3.927716381	2.508373948
CD59	48.57611323	56.63780027	111.6570145	78.7497687	51.11990596
SRP54	14.55156769	18.48347846	15.09342954	25.66511597	27.42538461
LOC101928809	0.060207373	0	0	0.134069461	0.019588646
ASMT	0.091593918	0.042454797	0	0	0.527466216
KDM8	1.632634935	1.848202679	0.57276482	1.836415256	1.495483294
SPATA9	0.300751284	0.41820467	0.077761901	0.046879796	0.187872609
SPATA8	0.011340199	0.01314077	0	0	0
SRA1	10.44159523	8.378314045	10.83767094	9.320137091	12.55675329
SPATA3	0	0	0	0	0
SPATA2	5.112068901	3.698329824	3.075770004	4.541066617	9.473048701
AARD	4.794873232	0.991016762	4.402888818	2.700519507	1.457392847
SPATA6	4.819943687	2.418182769	3.419857496	3.192013126	1.453324843
CD5L	0	0.023932682	0.007416826	0.015330282	0
SPATA4	0.343105462	0.087468253	0.428779247	0.236847886	0.415264991
HIST1H4C	0.077739022	0.360328989	0.083750461	0.129831633	0.227633579
HIST1H4B	0	0.134197868	0.083176828	0	0
HIST1H4A	0.054193068	0	0.11676747	0	0
HIST1H4G	0	0	0	0	0
HIST1H4F	0	0	0	0	0
HIST1H4E	2.113529648	1.255954408	1.050907227	0.422368936	0.052895623
PABPN1L	0.128677604	0.059643497	0.013862805	0	0.401910125
HIST1H4K	0.758702951	1.130358967	0.642221083	0.060338419	0.052895623
HIST1H4J	0.226651973	0.472750667	0.634864419	0.353295196	0.265470796
HIST1H4I	7.317320576	8.812257545	11.19126861	5.877540253	1.721764805
HIST1H4H	5.238572227	59.7657136	21.51933287	6.496487149	1.371822011
HIST1H4L	0	0	0	0	0
CCDC129	0.023334581	0.008111878	0.002513901	2.738361653	0.015943147
DLEC1	0.168311788	0.065795261	0.032769954	0.088054436	0.215744107
HKDC1	0.02382001	0.069005243	0.008553992	0	0.003874955
LINC01402	0	0.070225408	0	0.742227438	0.23660838
MIR552	0	0	0	0	0
MIR553	0.248650547	0.288130717	0	0.276846865	0.242697566
MIR554	0.528382412	0.816370365	0.189747138	0.588299589	0
MIR555	16.12233988	14.53551856	10.1435943	24.34186892	7.879347336
MIR556	0.310242884	0	0.334233491	0	0
MIR557	0	0	0	0	0.168402393
MIR558	0	0	0	0	0
MIR559	2.46578459	1.224555548	0.189747138	1.764898767	1.71910776
OR9I1	0	0	0	0	0
KCNF1	5.975868888	0.15407252	2.626120287	2.656472063	0.072098884
PTRH2	3.064172098	6.973249653	4.919014417	3.189229165	4.623747049
PTRH1	0.094065297	0.043600309	0.030401767	0.010473205	0.059678623
IFNG-AS1	0.19096362	0.322706403	0	0	0.031065288
CTBP1	12.30756267	11.80588131	9.252743116	13.04123897	23.12375734
CTBP2	12.94145909	11.43067675	1.996973353	17.10744677	11.82499879
GTF3C3	8.143559135	6.201886959	4.166158136	6.873127697	5.096204826
MFSD10	20.00192541	13.47127395	31.74921915	11.62669197	50.60217364
GTF3C1	29.81681785	19.18957554	10.28474784	19.12029635	14.53506949
MFSD12	8.382025485	8.955476163	9.478942879	9.603653553	11.53707975
GTF3C6	21.5988072	21.19043453	25.82979599	47.09043233	13.71934995
GTF3C5	14.6205414	8.574616132	13.02789482	16.76064219	27.84724846
GTF3C4	8.946800281	5.028762007	4.500047577	13.97919006	11.32957219
OR5D13	0	0	0	0	0
CD99L2	8.248707868	13.47903698	4.846356617	9.768917855	6.521749453
OR5D14	0	0	0	0	0.017463952
OR5D16	0	0	0	0	0
MIR518A2	0	0	0	0	0
LOC106660606	1.38026426	1.559434004	0.520449293	0.422615215	1.364059382
GAR1	8.536759049	6.387320043	5.795912584	10.97699175	8.735688934
LOC105369810	0	0	0	0	0
EPS15L1	10.42250132	10.83871821	11.14203477	4.331827599	6.90204128
GART	10.98784553	10.26787694	15.02662203	11.63635487	8.178259825
GARS	23.22846458	20.67351775	24.06388561	33.28936865	22.00855414
LOC101929626	0.548644864	0.635757453	1.289608868	0.499794341	1.509163627
TP53I11	38.43890328	12.86008397	25.6805766	46.67822841	44.72891362
TP53I13	4.203010382	6.692450628	6.509032682	3.048344479	24.03290078
ATAD1	12.99735225	13.68834147	11.85981402	16.51836573	14.82931464
ATAD2	17.70162736	6.60344762	16.60860592	8.132716994	16.17188194
TCIRG1	14.08891205	13.05894639	13.87785638	5.067105949	2.962637534
FRAT1	3.376541137	2.03399185	2.124824125	3.219324591	5.906098869
FRAT2	9.290743977	5.719388226	5.128060027	7.12871296	9.843892244
SIGIRR	10.72241472	6.994257776	10.09263725	6.580339568	38.10046334
C22orf23	0.617786831	0.724399976	0.316933019	1.113649331	0.588639247
C22orf24	0.115677791	0.067022425	0.072696737	0.118062403	0.075272221
SMILR	0	0	0.032939829	0	0
SC5D	7.955924038	13.45031045	4.195573085	5.012490067	11.37983859
MTIF3	22.55134816	23.43079711	16.94301084	22.40749826	23.46308622
MTIF2	13.33515683	12.03214746	11.08384231	13.12323067	8.760418252
MIR6724-4	0	0	0	0	0
MIR6724-1	0	0	0	0	0
MIR6724-3	0	0	0	0	0
MIR6724-2	0	0	0	0	0
ELMSAN1	6.748749076	5.761332243	2.388416068	6.587000798	13.19515925
C3orf18	3.019328069	2.135431842	4.368857753	0.770875324	4.430725025
SCN11A	0.072435652	0.221287982	0.05202466	0.026883222	0.070701459
CALB2	3.10762081	18.07423855	5.64762357	1.260197828	2.035068259
CALB1	0.030793932	0.071366644	0.015311621	0.02373638	0.006936159
AKNAD1	0.027521037	0.079726913	0.066710693	0.076604626	0.036935459
FAM20A	1.837200043	2.289995866	1.04542934	1.092569928	0.880644336
FAM20B	25.54574534	21.78285398	30.40478733	29.67079577	22.68504881
FAM20C	12.06844149	9.481112733	2.715240966	5.388615808	5.344274856
LOC389895	0	0	0	0	0
AGGF1	12.37237075	11.77280091	11.79640415	10.11535195	12.56299854
PYURF	1.155375502	0.705401579	0.562131125	1.009748597	1.746138551
LOC100129503	0.489003523	0.828175499	0.314064229	0.20940586	1.551212697
EEA1	5.482266856	6.956923263	4.014638169	4.507012418	4.100656335
LINC01024	1.253736692	0.677974342	0.243653202	0.459828234	1.094150353
FXN	2.324235394	1.946622498	2.820059542	2.261120163	2.173130027
NIPAL1	0.124346053	0.180111797	0.572381138	0.302065241	0.165503271
NIPAL2	4.602277813	3.90178085	6.867904274	11.25365944	2.254889693
NIPAL3	4.45720119	3.246035804	1.156400253	7.046582912	9.164284873
NIPAL4	0.076344227	0.023280524	1.095194509	0.049211372	0.015687675
LOC102723838	0	0	0	0	0
YRDC	7.139239251	13.82017565	13.65680607	9.000403789	11.91211756
CHID1	10.4178928	7.560157114	24.43780789	10.16153836	21.55871448
EWSR1	23.40888619	14.83223044	16.97911637	26.95307728	22.87082584
AHCTF1	9.904929455	7.744176454	12.03576228	16.9349956	6.335848669
FAM58A	6.685106495	6.715943954	8.518220658	7.704344213	10.45535503
ARL2BP	2.526428016	3.500353678	4.260197463	2.341186671	2.818219905
LOC101927914	0	0	0.008997642	0	0.040759285
SLC47A2	0.02527012	0.213761901	0.027224219	0	0.032064661
SLC47A1	0.242433196	3.340280914	7.580595581	0.299550342	0.124085974
LOC101927911	0.152745269	0.123128916	0.150247538	0.140489454	1.302902723
C2orf54	12.26030186	0.50183806	0.657132946	7.626671729	0.04762896
SLC16A13	1.741864396	3.304598393	2.618455956	1.885264807	2.846783143
SLC16A12	0.524557514	0.097255291	0.052744603	0.035042457	0.382292588
CHM	4.054456413	4.3763873	3.000484994	6.820328284	3.604220281
RINT1	5.208939829	6.448767494	6.792895632	6.64947541	6.646526834
SH3BGRL	123.4286637	37.93571042	269.3302504	379.0283519	18.61650445
POM121L9P	0.059246305	0.106794021	0.01418394	0.010994113	0.08674182
HMHB1	0	0.051023148	0	0	0.085955388
SERINC5	8.181518923	9.525541978	9.810222069	5.524110427	5.729617716
SERINC4	0	0	0	0.006323677	0
SERINC1	71.45980511	93.84225494	59.89646353	119.7108086	99.3520435
SERINC3	43.42055529	56.28091815	52.90067555	45.98058133	68.38899207
SERINC2	47.35163973	38.40184116	138.7454171	87.22150593	224.4960009
COX14	27.04057317	29.3802032	31.59316376	21.61521249	50.43314233
PIN1P1	0	0	0	0	0
PKDREJ	0.061540445	0.056030619	0.044988792	0.178638742	0.045050322
CALHM2	12.5234112	12.69629279	13.63835029	8.885822364	6.642791685
CAMTA2	10.01698199	8.165064498	7.020296184	12.34850546	22.90233242
CAMTA1	2.455427248	1.60914386	2.66890423	3.201081547	2.064368613
KXD1	12.98134844	12.15502414	11.50443544	10.02627315	11.74344585
SDF2L1	6.200199806	10.10843306	28.26006513	9.661174689	17.26928996
NPFFR2	0.043005266	0.116278272	0.030887198	0.04788195	0
NPFFR1	0.020848628	0.004392532	0.010209464	0.018992297	0.007399814
LOC643923	0.121268095	0.013383121	0.012442435	0.022503263	0.324094086
ABTB1	5.216283289	4.594722004	4.579852213	3.413649266	8.832786295
ABTB2	0.901001982	0.657955444	0.285708138	1.877637458	2.216829729
CIPC	14.96538503	7.545110562	4.82544873	15.78862897	16.28546461
MIR549A	0	0	0	0	0
RPS6KB1	5.941088675	8.847003632	7.623258511	5.657227218	7.937192316
TRADD	4.525110615	4.510867652	5.811717566	3.710848051	7.714889519
RPS6KB2	5.671897497	4.674428461	4.286421094	2.906939639	13.2095508
FAM177B	0.058461058	0.27097349	0.132961498	1.786369555	0.057061433
WWTR1-AS1	0.110426443	0.05268929	0.132961498	0.079554919	0.025360637
MIR1295A	0	0	0	0	0
BUD13	11.97281823	6.968144867	8.593575307	7.286770866	8.154019321
ISY1	5.049388239	3.835467987	3.903369699	4.167145992	6.332619673
F2RL3	2.44884633	1.150863608	3.251871484	0.617943248	1.667925571
F2RL2	26.11432609	28.55796386	16.74954265	8.053991224	15.26651917
F2RL1	3.241031266	3.086641706	18.09872094	3.82494175	1.768623643
XAB2	16.89376406	10.08365022	13.93173595	13.58842381	27.15844453
SETBP1	5.199385285	2.763843066	1.671122495	6.116500866	0.91019749
ST6GAL2	3.204843608	1.990299936	0.557720701	2.439901565	0.533128592
ST6GAL1	6.856788133	5.577475166	4.397173763	9.479652956	1.435551728
LINC00642	0.032704521	0.142114764	0	0	0.015960768
LINC00641	1.970408743	1.210199429	0.184866503	1.521858464	2.593190582
LINC00640	0.021566629	0.199927436	0	0.06003057	0.063150897
LINC00645	0	0.010724077	0	0	0.004516539
LINC00644	0	0	0	0	0
LINC00649	0.20404053	0.341672865	0.04828387	0.065658436	0.050652282
LINC00648	0.005556437	0.032193376	0	0.012373044	0
OTUB1	15.77700768	9.759726077	18.57416813	10.2948018	15.83537943
OTUB2	0.843025937	1.119725299	0.98104447	0.876638334	1.995005958
NPTN	33.66131446	44.78374576	17.05917128	48.84754207	33.21152468
SULT2A1	0	0.009860538	0	0	0
LOC105379194	0.604894346	0.333780047	2.358424395	1.058337932	0.140574399
OR10X1	0	0	0	0	0
VEZT	16.12046046	11.44652494	11.1973563	21.40961738	9.259035478
DCAF1	10.72163441	8.642154617	11.5533816	6.497837248	8.134851053
DCAF7	20.9713573	32.31709182	26.29159434	29.24193437	26.13692219
DCAF6	24.33273905	18.47746741	24.07387478	28.04731818	11.24306289
DCAF5	12.21592109	11.92107409	4.247041912	14.28656651	17.57978869
DCAF4	4.54441064	2.520640411	1.733121325	2.35446329	3.983179765
DCAF8	14.81560048	11.29554441	10.09583824	12.09631421	12.75117082
POLR3F	5.231852081	4.014936223	3.284802916	6.487369239	6.414244692
POLR3G	0.584783521	0.726384779	0.9427397	0.295101262	0.353146396
POLR3D	5.532618691	6.058396367	5.590354465	6.230460663	9.506166511
POLR3E	6.629283552	8.790780722	4.795834919	5.78378854	10.1876703
POLR3B	5.60707495	3.065169919	3.483410616	4.274315005	3.38357776
POLR3C	20.32257509	21.59216313	11.9742469	18.66382026	8.136494559
POLR3A	5.34722764	4.737273543	3.632113886	6.608061774	4.288264857
LOC105370369	0	0	0	0	0
POLR3K	14.04395138	27.72461179	9.17054247	8.142141056	21.85023276
POLR3H	5.895061767	5.6811652	9.969753181	10.01233441	8.707226056
PLET1	0	0.016125834	0.014992366	0	0.013583074
DNMT1	19.21421972	10.95049673	14.41117505	13.49461728	7.213934924
HOXD8	2.630456071	4.285245737	1.26796414	1.410665884	2.881352771
HOXD9	1.989204375	5.144442987	1.73390326	0.704701112	4.800999126
HOXD4	0.138592108	0.36134426	0.012442435	0	0.214183918
HOXD3	0.061952391	0.265067266	0.082145322	0.010611943	0.051166229
MAN1B1-AS1	0.876121265	1.622274444	1.148213451	0.844737871	2.098193061
GLT1D1	0.048614828	0.157734585	0.015712241	0.07577867	0.061686213
HNF1A-AS1	0.008763015	0	0	0.004878359	0.004276609
KIAA0141	14.44484096	9.840185744	12.3988631	10.83397424	8.438667019
HSPG2	29.87893969	60.03413727	20.02018124	17.68961518	21.81805234
TMEM127	32.9295023	23.0855743	30.93840946	27.89983313	24.04882445
LAIR1	3.967810833	4.835712356	2.970126929	2.593737155	1.365914291
LAIR2	0.250957138	0.181752215	0.016897704	0.104780632	0.015309308
TDRD12	0.021705054	0.033535111	0.005196327	0.088609951	0.061202296
KIAA0922	10.37292449	5.023110385	5.000562778	6.855305206	1.592776331
HSPE1-MOB4	0.056994058	0.110072409	0.061401321	0.105761724	0.074172739
PLIN4	6.951549337	61.68005766	0.606137523	7.252942544	12.37822654
TDRD15	0.005512058	0.003193625	0.011876593	0	0.002690046
RRP7BP	1.666915764	0.688752374	0.854980035	1.85593963	2.100201405
PLIN1	8.198068123	151.7584563	0.638054111	7.650218727	10.45318935
CDK11A	1.302016988	1.054456681	0.480482862	0.660757675	1.467440038
CDK11B	7.706535816	7.932780732	4.301798147	5.665953324	7.781860874
